camp_id,Governorate,Community
camp_26921,Aleppo,Saidiyeh
camp_26922,Aleppo,Little Jern
camp_26923,Aleppo,Rasm Elmashrafeh
camp_26924,Aleppo,Big Arab Hasan
camp_26925,Aleppo,Mankubeh
camp_26926,Aleppo,Farat
camp_26927,Aleppo,Middle Warideh
camp_26928,Aleppo,Qanat Shekh Tabbash
camp_26929,Aleppo,Btoshiyet Manbaj
camp_26930,Aleppo,Jeb Elarus
camp_26931,Aleppo,Moruh Manbaj
camp_26932,Aleppo,Himar Jis
camp_26933,Aleppo,Jeifiyet Elmashi
camp_26934,Aleppo,Um Jern Manbaj
camp_26935,Aleppo,Qanaqebli
camp_26936,Aleppo,Northern Qana
camp_26937,Aleppo,Tal Rafei
camp_26938,Aleppo,Al-Assadiyah
camp_26939,Aleppo,Jeb Hamza
camp_26940,Aleppo,Mostarihet Jafatlak
camp_26941,Aleppo,Sarin
camp_26942,Aleppo,Hudhud
camp_26943,Aleppo,Toq Elkhalil
camp_26944,Aleppo,Big Mohtaraq
camp_26945,Aleppo,Little Osajli
camp_26946,Aleppo,Sghireh
camp_26947,Aleppo,Um Jalal
camp_26948,Aleppo,Julbik
camp_26949,Aleppo,Ghassaniyeh - Qorret Halanj
camp_26950,Aleppo,Tal Hajib
camp_26951,Aleppo,Jil Jilak
camp_26952,Aleppo,Big Doha - Big Qabajeq
camp_26953,Aleppo,Shehama - Bandar
camp_26954,Aleppo,Komtchi
camp_26955,Aleppo,Zarak
camp_26956,Aleppo,Qasemiyeh
camp_26957,Aleppo,Lower Shyookh
camp_26958,Aleppo,Qubbeh
camp_26959,Aleppo,Lower Tal Elhajar - Tashluk
camp_26960,Aleppo,Ain Al Arab
camp_26961,Aleppo,Baroudiyeh
camp_26962,Aleppo,Kherbet Eljamal
camp_26963,Aleppo,Kantari
camp_26964,Aleppo,Big Kamit - Big Kojeh Kamit
camp_26965,Aleppo,Kreidan
camp_26966,Aleppo,Sayyeda Khatuniyeh
camp_26967,Aleppo,Khan Mamid - Khan Mohammed
camp_26968,Aleppo,Jorat - Jor Tank
camp_26969,Aleppo,Eastern Shallal - Eastern Jokhar
camp_26970,Aleppo,Bir Eldam
camp_26971,Aleppo,Milheh
camp_26972,Aleppo,Sfit
camp_26973,Aleppo,Jebnet
camp_26974,Aleppo,Jaadet Elsamawat
camp_26975,Aleppo,Tal Elebar
camp_26976,Aleppo,Lower Qoshli
camp_26977,Aleppo,Ramala
camp_26978,Aleppo,Sharan
camp_26979,Aleppo,Shoruq - Holaqi
camp_26980,Aleppo,Upper Beith Lehem - Etweiran
camp_26981,Aleppo,Kherbet Bashar
camp_26982,Aleppo,Big Sandaliyeh
camp_26983,Aleppo,Jdidet Faras
camp_26984,Aleppo,Kherbet Zamala
camp_26985,Aleppo,Big Ghorra
camp_26986,Aleppo,Lower Qana
camp_26987,Aleppo,Qokhar
camp_26988,Aleppo,Kurtuk
camp_26989,Aleppo,Jalabiyeh
camp_26990,Aleppo,Tahtik Tahtani
camp_26991,Aleppo,Sus - Susan
camp_26992,Aleppo,Minas
camp_26993,Aleppo,Firazdaq - Arsalan Tash
camp_26994,Aleppo,Darfatli
camp_26995,Aleppo,Hafyan
camp_26996,Aleppo,Qasf Qibli
camp_26997,Aleppo,Kharab Elasheq - Kharab Ishq
camp_26998,Aleppo,Qasaq
camp_26999,Aleppo,Siyaha - Western Saykul
camp_27000,Aleppo,Haql - Bujaq
camp_27001,Aleppo,Naqut
camp_27002,Aleppo,Hamdun
camp_27003,Aleppo,Saharij Eljabal
camp_27004,Aleppo,Shuhada
camp_27005,Aleppo,Mweileh
camp_27006,Al-Hasakeh,Kon Attar
camp_27007,Al-Hasakeh,Majlub
camp_27008,Al-Hasakeh,tall al Khider
camp_27009,Al-Hasakeh,Karaja
camp_27010,Al-Hasakeh,M'eishiyeh (ne)
camp_27011,Al-Hasakeh,Forty Seven
camp_27012,Al-Hasakeh,Al-Khamayl
camp_27013,Al-Hasakeh,Industrial (ne)
camp_27014,Al-Hasakeh,Southern Lower Um Hajra
camp_27015,Al-Hasakeh,16 Tashreen (ne)
camp_27016,Al-Hasakeh,Al Takadom (ne)
camp_27017,Al-Hasakeh,Al Tala'e' (ne)
camp_27018,Al-Hasakeh,Al Dhiyabah
camp_27019,Al-Hasakeh,Kherbet Elias
camp_27020,Al-Hasakeh,Fakka
camp_27021,Al-Hasakeh,Al Msaken (ne)
camp_27022,Al-Hasakeh,Baytara (ne)
camp_27023,Al-Hasakeh,Um Elmilh
camp_27024,Al-Hasakeh,Khashman (ne)
camp_27025,Al-Hasakeh,Shaddadah
camp_27026,Al-Hasakeh,Um Qasir Almjarjaa
camp_27027,Al-Hasakeh,Al Villat (ne)
camp_27028,Al-Hasakeh,Qosour - Al-Hasakeh (ne)
camp_27029,Al-Hasakeh,Ba'jah Sharqiyah
camp_27030,Al-Hasakeh,Zaydiyeh Hasskeh
camp_27031,Al-Hasakeh,Salhiyeh - Al-Hasakeh (ne)
camp_27032,Al-Hasakeh,Jarouan
camp_27033,Al-Hasakeh,Al Wasati (ne)
camp_27034,Al-Hasakeh,Al Khabour (ne)
camp_27035,Al-Hasakeh,Abo Bakr (ne)
camp_27036,Al-Hasakeh,Tal Tawel
camp_27037,Al-Hasakeh,Umm Hajar
camp_27038,Al-Hasakeh,Tawk Al-Milh
camp_27039,Al-Hasakeh,Al Kallasa (ne)
camp_27040,Al-Hasakeh,Safya
camp_27041,Al-Hasakeh,Al Thawra (ne)
camp_27042,Al-Hasakeh,Al Lailia (ne)
camp_27043,Al-Hasakeh,Shmuka
camp_27044,Al-Hasakeh,Tal Jadaya
camp_27045,Al-Hasakeh,Ghorra
camp_27046,Al-Hasakeh,Tal Talaah
camp_27047,Al-Hasakeh,Al Zouhour (ne)
camp_27048,Al-Hasakeh,Al Askari (ne)
camp_27049,Al-Hasakeh,Al Mufti (ne)
camp_27050,Al-Hasakeh,Abo Amsha (ne)
camp_27051,Al-Hasakeh,Al Madina Al Riyadia (ne)
camp_27052,Al-Hasakeh,Tal Khalif
camp_27053,Al-Hasakeh,Bab Elfaraj
camp_27054,Al-Hasakeh,Al Gazal (ne)
camp_27055,Al-Hasakeh,Um Azer
camp_27056,Al-Hasakeh,Al Basna
camp_27057,Al-Hasakeh,Switiya
camp_27058,Al-Hasakeh,Adla
camp_27059,Al-Hasakeh,Tarnabet Elrafee
camp_27060,Al-Hasakeh,Abu Roj
camp_27061,Al-Hasakeh,Markada
camp_27062,Al-Hasakeh,Kishkish Zyanat
camp_27063,Al-Hasakeh,Jana
camp_27064,Al-Hasakeh,Dashisha
camp_27065,Al-Hasakeh,Bajdali
camp_27066,Al-Hasakeh,Al Watani (ne)
camp_27067,Al-Hasakeh,Rojhilat
camp_27068,Al-Hasakeh,Al Mashtal (ne)
camp_27069,Al-Hasakeh,Al Faras
camp_27070,Al-Hasakeh,Tweineh
camp_27071,Al-Hasakeh,Jirmaz
camp_27072,Al-Hasakeh,Mahd Elrijleh
camp_27073,Al-Hasakeh,Qaber Amer
camp_27074,Al-Hasakeh,Al Rusafa (ne)
camp_27075,Al-Hasakeh,Tal Hajar (ne)
camp_27076,Al-Hasakeh,Fas (Abo Fas)
camp_27077,Al-Hasakeh,Tal Nijmeh
camp_27078,Al-Hasakeh,Tal Nasra
camp_27079,Al-Hasakeh,Tal Massas
camp_27080,Al-Hasakeh,Wadi Elnijmeh
camp_27081,Al-Hasakeh,Abu Kabret Tal Tamr
camp_27082,Al-Hasakeh,Tal Fweidat Shamiyeh
camp_27083,Al-Hasakeh,Qaber Shamiyeh
camp_27084,Al-Hasakeh,Nayfeh
camp_27085,Al-Hasakeh,Al-Huda
camp_27086,Al-Hasakeh,A'Sforiyeh
camp_27087,Al-Hasakeh,Western Tal Hamam
camp_27088,Al-Hasakeh,Al-Aghebesh
camp_27089,Al-Hasakeh,Al Khazumiyah
camp_27090,Al-Hasakeh,Al-Rakbah
camp_27091,Al-Hasakeh,Jafr
camp_27092,Al-Hasakeh,Buwaydah
camp_27093,Al-Hasakeh,Mafraq Siddiq
camp_27094,Al-Hasakeh,Western Henna
camp_27095,Al-Hasakeh,Msheirfeh (ne)
camp_27096,Al-Hasakeh,Tal Al Tal
camp_27097,Al-Hasakeh,Um Eldibis Elhiskeh
camp_27098,Al-Hasakeh,Tanuriyeh
camp_27099,Al-Hasakeh,Hai Al-Qusoor
camp_27100,Al-Hasakeh,Hay Hilaliyah
camp_27101,Al-Hasakeh,Hay Al Mahata
camp_27102,Al-Hasakeh,Um Rabee
camp_27103,Al-Hasakeh,Tal Sheer Quamishli
camp_27104,Al-Hasakeh,Al- Hai Al-Gharbi
camp_27105,Al-Hasakeh,Hay Qanat Alsouys
camp_27106,Al-Hasakeh,Abu Rasin Quamishli
camp_27107,Al-Hasakeh,Allayah
camp_27108,Al-Hasakeh,Mayslon
camp_27109,Al-Hasakeh,Hay Antreyeh
camp_27110,Al-Hasakeh,Al Seahee
camp_27111,Al-Hasakeh,Hay Kournish
camp_27112,Al-Hasakeh,Halku
camp_27113,Al-Hasakeh,Arbawiyah
camp_27114,Al-Hasakeh,Um Elfursan
camp_27115,Al-Hasakeh,Qahtaniyyeh
camp_27116,Al-Hasakeh,Al-Ahsaa
camp_27117,Al-Hasakeh,Hay Qudourbak
camp_27118,Al-Hasakeh,Nekel Al Baree
camp_27119,Al-Hasakeh,Hatemiyeh
camp_27120,Al-Hasakeh,Tal Hmis
camp_27121,Al-Hasakeh,Hassaniyeh
camp_27122,Al-Hasakeh,Tal Aswad Malkiyeh
camp_27123,Al-Hasakeh,Sehiyeh
camp_27124,Al-Hasakeh,Mustafawiyeh
camp_27125,Al-Hasakeh,Saideh
camp_27126,Al-Hasakeh,Kherbet Abbas
camp_27127,Al-Hasakeh,Tlin
camp_27128,Al-Hasakeh,Upper Rmeilan
camp_27129,Al-Hasakeh,Lower Rmeilan
camp_27130,Al-Hasakeh,Tubiyeh
camp_27131,Al-Hasakeh,Jawadiyah
camp_27132,Al-Hasakeh,Tal Elfukhar
camp_27133,Al-Hasakeh,Beit Hannun
camp_27134,Al-Hasakeh,Tal Elawar
camp_27135,Al-Hasakeh,Hallaq
camp_27136,Al-Hasakeh,Bab Elhadid
camp_27137,Al-Hasakeh,Shabak
camp_27138,Al-Hasakeh,Qneitra
camp_27139,Al-Hasakeh,Deir Elghosn
camp_27140,Al-Hasakeh,Abu Obaida
camp_27141,Al-Hasakeh,Sleiman Sari
camp_27142,Al-Hasakeh,Mostariha
camp_27143,Al-Hasakeh,Second Tal Elo
camp_27144,Al-Hasakeh,Krefati
camp_27145,Al-Hasakeh,Unaizee
camp_27146,Al-Hasakeh,Marzuqa
camp_27147,Al-Hasakeh,Tal Mashan
camp_27148,Al-Hasakeh,Yusefiyeh
camp_27149,Al-Hasakeh,Tal Elsedeq
camp_27150,Al-Hasakeh,Hamra
camp_27151,Al-Hasakeh,Raheiba
camp_27152,Al-Hasakeh,Um Madfaa
camp_27153,Al-Hasakeh,Gharb
camp_27154,Al-Hasakeh,Siha
camp_27155,Al-Hasakeh,Hdadiyeh
camp_27156,Al-Hasakeh,Rumaylan
camp_27157,Al-Hasakeh,Hejiyeh
camp_27158,Al-Hasakeh,Khirbet el B'ir
camp_27159,Al-Hasakeh,Western Rashidiyeh
camp_27160,Al-Hasakeh,Tal Ahmar
camp_27161,Al-Hasakeh,Areesheh
camp_27162,Al-Hasakeh,Hamadaniyeh
camp_27163,Al-Hasakeh,Khaled
camp_27164,Al-Hasakeh,Tal Khanzir
camp_27165,Al-Hasakeh,Jaberiyeh Amudeh
camp_27166,Al-Hasakeh,Western Raya
camp_27167,Al-Hasakeh,Sardaq
camp_27168,Al-Hasakeh,Gundor
camp_27169,Al-Hasakeh,Tal Habash
camp_27170,Al-Hasakeh,Kherbet Elthibeh Qahtaiyeh
camp_27171,Al-Hasakeh,Manathra
camp_27172,Al-Hasakeh,Sadiyeh
camp_27173,Al-Hasakeh,Mashad
camp_27174,Al-Hasakeh,Hai Al-Bashiriyah
camp_27175,Al-Hasakeh,Al Khaleege
camp_27176,Al-Hasakeh,Hai Al-Shuriyah
camp_27177,Al-Hasakeh,Himo
camp_27178,Al-Hasakeh,Al Msaref
camp_27179,Al-Hasakeh,Sharifa
camp_27180,Al-Hasakeh,Southern Khas
camp_27181,Al-Hasakeh,Tal Tishrine
camp_27182,Al-Hasakeh,Khazneh
camp_27183,Al-Hasakeh,Harshawiyeh
camp_27184,Al-Hasakeh,Tall al-Shur al-Sharqi
camp_27185,Al-Hasakeh,Jatal
camp_27186,Al-Hasakeh,Abu Kala
camp_27187,Al-Hasakeh,Thahr El Arab
camp_27188,Al-Hasakeh,Dakuk
camp_27189,Al-Hasakeh,Western Alia
camp_27190,Al-Hasakeh,Kerbetili
camp_27191,Al-Hasakeh,Darbasiyah
camp_27192,Al-Hasakeh,Qayrawan
camp_27193,Al-Hasakeh,Musherfeh
camp_27194,Al-Hasakeh,Qarmaniyeh
camp_27195,Al-Hasakeh,Mas'adat Al-Yarobeyeh
camp_27196,Al-Hasakeh,Birkiniz
camp_27197,Al-Hasakeh,Dabash
camp_27198,Deir-ez-Zor,Jdid Ekeidat
camp_27199,Deir-ez-Zor,Julet El Gur
camp_27200,Deir-ez-Zor,Jneineh
camp_27201,Deir-ez-Zor,Moezleh
camp_27202,Deir-ez-Zor,Sawa
camp_27203,Deir-ez-Zor,Hawayej Bumasaa
camp_27204,Deir-ez-Zor,Upper Safira
camp_27205,Deir-ez-Zor,Elhisan
camp_27206,Deir-ez-Zor,Zghir Jazireh
camp_27207,Deir-ez-Zor,Mhemideh
camp_27208,Deir-ez-Zor,Shaqra
camp_27209,Deir-ez-Zor,Hawayej Thyab Jazira
camp_27210,Deir-ez-Zor,Lower Safira
camp_27211,Deir-ez-Zor,Maisheh
camp_27212,Deir-ez-Zor,Ali
camp_27213,Deir-ez-Zor,Sabha
camp_27214,Deir-ez-Zor,Jiah
camp_27215,Deir-ez-Zor,Rabida
camp_27216,Deir-ez-Zor,Hrizah
camp_27217,Deir-ez-Zor,Breiha
camp_27218,Deir-ez-Zor,Daman
camp_27219,Deir-ez-Zor,Zir
camp_27220,Deir-ez-Zor,Jdidet Bikara
camp_27221,Deir-ez-Zor,Adman
camp_27222,Deir-ez-Zor,Dahleh
camp_27223,Deir-ez-Zor,Kouniko
camp_27224,Deir-ez-Zor,Ragib
camp_27225,Deir-ez-Zor,Thiban
camp_27226,Deir-ez-Zor,Sweidan Jazira
camp_27227,Deir-ez-Zor,Shinan
camp_27228,Deir-ez-Zor,Karama
camp_27229,Deir-ez-Zor,Abu Hardoub
camp_27230,Deir-ez-Zor,Hawi Thibyan
camp_27231,Deir-ez-Zor,Darnaj
camp_27232,Deir-ez-Zor,Eastern Jarda
camp_27233,Deir-ez-Zor,Abul Nitel
camp_27234,Deir-ez-Zor,Sa'd
camp_27235,Deir-ez-Zor,Wasiah
camp_27236,Deir-ez-Zor,Eastern Gharibeh
camp_27237,Deir-ez-Zor,Hreijiyeh
camp_27238,Deir-ez-Zor,Sur
camp_27239,Deir-ez-Zor,Al haoe
camp_27240,Deir-ez-Zor,Rweished
camp_27241,Deir-ez-Zor,Western Gharibeh
camp_27242,Deir-ez-Zor,Jasmi
camp_27243,Deir-ez-Zor,Namliyeh
camp_27244,Deir-ez-Zor,Moeijel
camp_27245,Deir-ez-Zor,Bseitine
camp_27246,Deir-ez-Zor,Bahra
camp_27247,Deir-ez-Zor,Abu Hasan
camp_27248,Deir-ez-Zor,Tayyana
camp_27249,Deir-ez-Zor,Hawayej
camp_27250,Deir-ez-Zor,Hssein
camp_27251,Deir-ez-Zor,Mweileh
camp_27252,Deir-ez-Zor,Hreiji
camp_27253,Al-Hasakeh,Saadah
camp_27254,Deir-ez-Zor,Al-tahat
camp_27255,Ar-Raqqa,Western Kabsh
camp_27256,Ar-Raqqa,Rabee'a
camp_27257,Ar-Raqqa,Al-Jazarah
camp_27258,Ar-Raqqa,Amin - Ar-Raqqa (ne)
camp_27259,Ar-Raqqa,Hazimeh
camp_27260,Ar-Raqqa,Qahtaniyyeh
camp_27261,Ar-Raqqa,Al-Sharah
camp_27262,Ar-Raqqa,Hfeiret Elsoqur
camp_27263,Ar-Raqqa,Al Hafayer
camp_27264,Ar-Raqqa,Al Sheikh Hasan
camp_27265,Ar-Raqqa,Thulth Khneiz
camp_27266,Ar-Raqqa,Upper Khneiz
camp_27267,Ar-Raqqa,Marj Abu Shareb
camp_27268,Ar-Raqqa,Abbara
camp_27269,Ar-Raqqa,Tweilah
camp_27270,Ar-Raqqa,Ejil
camp_27271,Ar-Raqqa,Sukariyet Tal Elsamen
camp_27272,Ar-Raqqa,Htash
camp_27273,Ar-Raqqa,Eastern Khayala
camp_27274,Ar-Raqqa,Rafqa (ne)
camp_27275,Ar-Raqqa,Mansour (ne)
camp_27276,Ar-Raqqa,Mahdi (ne)
camp_27277,Ar-Raqqa,Malali
camp_27278,Ar-Raqqa,Shanina
camp_27279,Ar-Raqqa,Qadessiyeh - Ar-Raqqa (ne)
camp_27280,Ar-Raqqa,Tishrine
camp_27281,Ar-Raqqa,Jalaa
camp_27282,Ar-Raqqa,Ma'amoun (ne)
camp_27283,Ar-Raqqa,Hisham Ibn Abd Al Malek (ne)
camp_27284,Ar-Raqqa,Raeqqet Samra
camp_27285,Ar-Raqqa,Ammar Ibn Yaser (ne)
camp_27286,Ar-Raqqa,Nuzha
camp_27287,Ar-Raqqa,Mweileh
camp_27288,Ar-Raqqa,Yarmuk (ne)
camp_27289,Ar-Raqqa,Ghota
camp_27290,Ar-Raqqa,Faraa
camp_27291,Ar-Raqqa,Tas-heeh (ne)
camp_27292,Ar-Raqqa,Mazionah
camp_27293,Ar-Raqqa,Ghazli (Khalaf Issa el Bek )
camp_27294,Ar-Raqqa,Abasiya
camp_27295,Ar-Raqqa,Hettin (ne)
camp_27296,Ar-Raqqa,Jarwah
camp_27297,Ar-Raqqa,Kalta
camp_27298,Ar-Raqqa,Ratla
camp_27299,Ar-Raqqa,Western Sahlabiyeh
camp_27300,Ar-Raqqa,Kherbet Mohamad
camp_27301,Ar-Raqqa,Yarmuk
camp_27302,Ar-Raqqa,Katuniyeh
camp_27303,Ar-Raqqa,Tal Elsamen Dahham
camp_27304,Ar-Raqqa,Ein Issa
camp_27305,Ar-Raqqa,Yaarub
camp_27306,Ar-Raqqa,Jurneyyeh
camp_27307,Ar-Raqqa,Drubiyeh
camp_27308,Ar-Raqqa,Adnaniyeh
camp_27309,Ar-Raqqa,Khneiz
camp_27310,Ar-Raqqa,Al-Mahokiya
camp_27311,Ar-Raqqa,Rashid
camp_27312,Ar-Raqqa,Hisheh
camp_27313,Ar-Raqqa,Abu Kbee - East
camp_27314,Ar-Raqqa,Hamarin
camp_27315,Ar-Raqqa,Wihdeh (ne)
camp_27316,Ar-Raqqa,Tishrine - Ar-Raqqa (ne)
camp_27317,Ar-Raqqa,Al Saleheh
camp_27318,Ar-Raqqa,Milsun
camp_27319,Ar-Raqqa,Rashidiyeh (ne)
camp_27320,Ar-Raqqa,Ojeil
camp_27321,Ar-Raqqa,Masarra
camp_27322,Ar-Raqqa,Samera - Oweija Hamad Elassaf
camp_27323,Ar-Raqqa,Al-Hama
camp_27324,Ar-Raqqa,Matab Elburashed
camp_27325,Ar-Raqqa,Leksun
camp_27326,Ar-Raqqa,Jdidet Kahit
camp_27327,Ar-Raqqa,Ojet Btir
camp_27328,Ar-Raqqa,Qadessiyeh
camp_27329,Ar-Raqqa,Baladiya
camp_27330,Ar-Raqqa,Hala - Khas Hbal
camp_27331,Ar-Raqqa,Modar
camp_27332,Ar-Raqqa,Karama
camp_27333,Ar-Raqqa,Masaada
camp_27334,Ar-Raqqa,Khass Dakur
camp_27335,Ar-Raqqa,Hamrat Ghannam
camp_27336,Ar-Raqqa,Abdullah Hamidi Al Masoud
camp_27337,Ar-Raqqa,Khirpet Al-Sharfat
camp_27338,Ar-Raqqa,Salhiyeh - Ar-Raqqa (ne)
camp_27339,Ar-Raqqa,Alrawda
camp_27340,Ar-Raqqa,Assadiya
camp_27341,Ar-Raqqa,Wihdeh
camp_27342,Ar-Raqqa,Ad Dari'yeh (ne)
camp_27343,Ar-Raqqa,Nasra
camp_27344,Ar-Raqqa,Nasriyeh
camp_27345,Ar-Raqqa,Journ Al Ousood
camp_27346,Ar-Raqqa,Mansura
camp_27347,Ar-Raqqa,Hadba
camp_27348,Ar-Raqqa,Hurriyeh - Ar-Raqqa (ne)
camp_27349,Ar-Raqqa,Hettin
camp_27350,Ar-Raqqa,Hamrat Balasim
camp_27351,Ar-Raqqa,Baath - Ar-Raqqa (ne)
camp_27352,Ar-Raqqa,Al- Thawrah - Ar-Raqqa (ne)
camp_27353,Ar-Raqqa,Andalus (ne)
camp_27354,Ar-Raqqa,Marmah Darwish
camp_27355,Ar-Raqqa,Nahda - Ar-Raqqa (ne)
camp_27356,Ar-Raqqa,Al-Moghirah
camp_27357,Ar-Raqqa,Atshana
camp_27358,Ar-Raqqa,Maayan
camp_27359,Ar-Raqqa,Khirbat Fulayfil
camp_27360,Ar-Raqqa,Qadiriyeh
camp_27361,Ar-Raqqa,Houran
camp_27362,Ar-Raqqa,Ammuriyeh
camp_27363,Ar-Raqqa,Baghdic
camp_27364,Ar-Raqqa,Swaydan
camp_27365,Ar-Raqqa,Shwaihan
camp_27366,Ar-Raqqa,Alabadia
camp_27367,Ar-Raqqa,Al Mastoura
camp_27368,Ar-Raqqa,Bir Arab
camp_27369,Ar-Raqqa,Big Ayed
camp_27370,Ar-Raqqa,Abbad
camp_27371,Ar-Raqqa,Kdeiran
camp_27372,Ar-Raqqa,Al Barouda
camp_27373,Ar-Raqqa,Al Hamam
camp_27374,Ar-Raqqa,Al Ulieh
camp_27375,Ar-Raqqa,Al-Thawrah
camp_27376,Ar-Raqqa,Eastern Jaabar
camp_27377,Ar-Raqqa,Ayed Saghir
camp_27378,Ar-Raqqa,Krein
camp_27379,Ar-Raqqa,Tuayahinah
camp_27380,Ar-Raqqa,Sefsafa
camp_27381,Ar-Raqqa,Western Jaabar
camp_27382,Ar-Raqqa,Abu Assi
camp_27383,Ar-Raqqa,Little Sweidiyeh
camp_27384,Ar-Raqqa,Al-Ajil
camp_27385,Ar-Raqqa,Big Sweidiyeh
camp_27386,Ar-Raqqa,Thaheriya
camp_27387,Ar-Raqqa,Shams Eldin
camp_27388,Ar-Raqqa,Nafileh
camp_27389,Ar-Raqqa,bir husayn
camp_27390,Ar-Raqqa,Zarijiyet Shams Eldin
camp_27391,Ar-Raqqa,Hamra
camp_27392,Ar-Raqqa,Hurriyeh
camp_27393,Ar-Raqqa,Adh dhibah
camp_27394,Ar-Raqqa,Bir Haj Khalif
camp_27395,Ar-Raqqa,Hweijet Halawa
camp_27396,Ar-Raqqa,Mweileh
camp_27397,Ar-Raqqa,Tal Othman
camp_27398,Ar-Raqqa,Al-Mueamara
camp_27399,Ar-Raqqa,Hunaida
camp_27400,Ar-Raqqa,alHora
camp_27401,Ar-Raqqa,Abu Rajab
camp_27402,Ar-Raqqa,Falah Rabu
camp_27403,Ar-Raqqa,Bayir Nayif
camp_27404,Ar-Raqqa,Tawi
camp_27405,Aleppo,Jubb as Safa
camp_27406,Ar-Raqqa,Almisk
camp_27407,Ar-Raqqa,Badiat Elshoaa
camp_27408,Ar-Raqqa,Sfin - Kisret Mohammed Agha
camp_27409,Ar-Raqqa,Abu Kbee - West
camp_27410,Ar-Raqqa,Al rafqah
camp_27411,Ar-Raqqa,Sahl
camp_27412,Ar-Raqqa,Hawi Elhawa
camp_27413,Ar-Raqqa,Kherbet Hadla
camp_27414,Ar-Raqqa,Harqala
camp_27415,Ar-Raqqa,Kasrat Affan
camp_27416,Ar-Raqqa,Bader
camp_27417,Ar-Raqqa,Hamrat Buwaityeh
camp_27418,Ar-Raqqa,Kisret Elsheikh Jomaa
camp_27419,Ar-Raqqa,Mustajid Naqib
camp_27420,Ar-Raqqa,Hweijet Faraj
camp_27421,Ar-Raqqa,Andalus
camp_27422,Ar-Raqqa,Khayala
camp_27423,Ar-Raqqa,Royan
camp_27424,Ar-Raqqa,Ayuj
camp_27425,Ar-Raqqa,Abu Kabret Al Rashid
camp_27426,Ar-Raqqa,Talet Elansar
camp_27427,Ar-Raqqa,Batani (ne)
camp_27428,Ar-Raqqa,Al Kumb
camp_27429,Ar-Raqqa,Furat (ne)
camp_27430,Ar-Raqqa,Fteih
camp_27431,Ar-Raqqa,Turkeia
camp_27432,Ar-Raqqa,Yamama
camp_27433,Al-Hasakeh,Al Mushirfah
camp_27434,Al-Hasakeh,Tal Za'tar
camp_27435,Deir-ez-Zor,Bir Adman
camp_27436,Al-Hasakeh,Tall Sakhr
camp_27437,Ar-Raqqa,Esmailieh - Fatsa Abdelesmail
camp_27438,Deir-ez-Zor,Jerwan - Abu Elhbal
camp_27439,Deir-ez-Zor,Sabah Al-Khayr
camp_27440,Deir-ez-Zor,At-Tkehi
camp_27441,Al-Hasakeh,Lower Um Kheif
camp_27442,Deir-ez-Zor,Mashekh
camp_27443,Aleppo,Noaimeh
camp_27444,Deir-ez-Zor,Shate
camp_27445,Deir-ez-Zor,Al-arqoub
camp_27446,Deir-ez-Zor,Marashdeh
camp_27447,Deir-ez-Zor,Sokkar
camp_27448,Deir-ez-Zor,Alsafafnah
camp_27449,Ar-Raqqa,Yarobiyeh - Khas Ejil
camp_27450,Deir-ez-Zor,Al Bagouz
camp_27451,Deir-ez-Zor,Upper Baguz
camp_27452,Deir-ez-Zor,Tib Elfal
camp_27453,Al-Hasakeh,Ya'robiyah
camp_27454,Al-Hasakeh,Al-Hadi
camp_27455,Deir-ez-Zor,Jazaret Elbuhmeid
camp_27456,Al-Hasakeh,Al Muzafeen
camp_27457,Deir-ez-Zor,Kasra
camp_27458,Deir-ez-Zor,Harmushiyeh
camp_27459,Deir-ez-Zor,Barsham
camp_27460,Deir-ez-Zor,Kobar
camp_27461,Deir-ez-Zor,Makman
camp_27462,Deir-ez-Zor,Shiheil
camp_27463,Deir-ez-Zor,Kishmah
camp_27464,Ar-Raqqa,Mahmudli
camp_27465,Deir-ez-Zor,Kassar
camp_27466,Ar-Raqqa,Baydar - Fatsa Birm
camp_27467,Deir-ez-Zor,Sosa
camp_27468,Deir-ez-Zor,Gharanij
camp_27469,Deir-ez-Zor,Kishkiyeh
camp_27470,Deir-ez-Zor,Jazaret Milaj
camp_27471,Al-Hasakeh,Tal Maaruf
camp_27472,Deir-ez-Zor,Hajin
camp_27473,Al-Hasakeh,Al-Malikeyyeh
camp_27474,Al-Hasakeh,Tal Tamer
camp_27475,Deir-ez-Zor,Basira
camp_27476,Aleppo,Menbij
camp_27477,Al-Hasakeh,Tal Dweim
camp_27478,Deir-ez-Zor,Abu Hamam
camp_27479,Al-Hasakeh,Maabada
camp_27480,Ar-Raqqa,Jdidet Khabur
camp_27481,Al-Hasakeh,Khan Eljabal
camp_27482,Deir-ez-Zor,Hilweh
camp_27483,Ar-Raqqa,Middle Kabsh
camp_27484,Deir-ez-Zor,Hejneh
camp_27485,Deir-ez-Zor,Tuwamiyeh
camp_27486,Deir-ez-Zor,Mozan
camp_27487,Deir-ez-Zor,Shafa
camp_27488,Deir-ez-Zor,Abu alkhatir
camp_27489,Deir-ez-Zor,Bubadran
camp_27490,Aleppo,Eastern Tal Aar
camp_27491,Aleppo,Kafr Janna
camp_27492,Aleppo,Khaldiyet Afrin
camp_27493,Aleppo,Marata
camp_27494,Aleppo,Sheikh Aqraa - Kilo
camp_27495,Aleppo,Maydan Afrin
camp_27496,Aleppo,Khadraa
camp_27497,Aleppo,Ashur
camp_27498,Aleppo,Tweiran
camp_27499,Aleppo,Hadabat
